APPLICATION_NUMBER,TARGET
123724268,0.05711306
123456549,0.25073665
123428178,0.19402553
123619984,0.088015564
123671104,0.031119293
123632747,0.02801416
123728867,0.065686114
123459592,0.09638167
123595888,0.008842088
123480224,0.026248036
123471321,0.088015564
123725319,0.054117404
123500343,0.05038309
123654690,0.10321108
123434840,0.027729308
123519890,0.088015564
123464497,0.10199773
123689418,0.028418472
123699541,0.051888753
123667053,0.12390137
123493724,0.088015564
123540873,0.0064098192
123683158,0.088015564
123675730,0.02770669
123569456,0.10970172
123590315,0.066686444
123608042,0.20395288
123637247,0.03614011
123696300,0.046682402
123645299,0.26215705
123478448,0.023925422
123552626,0.102858596
123660023,0.115816034
123458715,0.060405295
123673488,0.025243258
123445200,0.010796132
123728923,0.09913024
123609395,0.045702353
123598270,0.11004863
123625898,0.044547398
123473077,0.09076738
123545605,0.030577295
123447425,0.088015564
123433257,0.028868586
123468285,0.088015564
123699079,0.21635224
123720024,0.09701064
123488000,0.3202105
123468623,0.054128546
123673653,0.014004686
123438396,0.03883373
123478434,0.12023796
123573573,0.055329308
123663154,0.088015564
123534174,0.088015564
123448203,0.088015564
123491207,0.030337518
123486104,0.054168295
123672936,0.04352654
123440414,0.06662381
123708919,0.043582942
123436816,0.026603157
123565375,0.05192184
123717492,0.026933223
123496348,0.088015564
123543275,0.088015564
123651430,0.088015564
123594082,0.24217346
123506762,0.074992254
123697915,0.0716549
123675858,0.069164574
123652118,0.088015564
123560179,0.057774764
123570441,0.088015564
123574171,0.1108145
123658397,0.03523382
123557517,0.03328076
123459087,0.088015564
123616578,0.023873985
123707428,0.06993047
123455128,0.2273198
123576408,0.088015564
123478469,0.017836623
123511244,0.10973132
123613368,0.24221788
123508859,0.012749473
123447568,0.057988923
123561385,0.04223311
123462302,0.08298234
123583551,0.058079507
123680994,0.26748532
123460039,0.05321918
123595981,0.088015564
123511880,0.083119854
123658934,0.10810528
123674856,0.10501479
123629953,0.088015564
123674296,0.035082825
123680752,0.04482344
123493031,0.018202722
123426225,0.088015564
123696163,0.088015564
123609069,0.14034083
123608197,0.010494883
123682131,0.03718774
123548371,0.03432345
123666065,0.016726868
123691224,0.06387428
123610127,0.030036548
123609811,0.022391904
123603556,0.15185648
123576819,0.09231166
123666101,0.02369632
123599019,0.05220319
123714219,0.059115697
123450631,0.06888179
123591297,0.059174612
123640295,0.0794796
123435383,0.083259664
123648025,0.01373708
123607172,0.06871774
123576615,0.095237345
123689086,0.009003429
123431889,0.012077436
123433520,0.07839003
123552179,0.040093735
123572473,0.042503104
123521600,0.05011304
123571125,0.036182556
123532513,0.049531184
123599387,0.088015564
123617258,0.11406147
123492753,0.3662465
123570720,0.034123033
123571431,0.08758074
123507927,0.24519616
123591436,0.10124101
123626222,0.24160676
123638226,0.034049496
123655607,0.054220926
123500036,0.08730047
123430009,0.088015564
123695265,0.2158102
123537332,0.0699513
123665539,0.20301816
123501885,0.07290019
123686004,0.07969707
123724589,0.087335296
123692159,0.11844804
123671030,0.058079507
123484855,0.077407695
123442196,0.032482337
123641644,0.057154458
123628192,0.07248515
123441332,0.06933763
123709933,0.05761599
123525643,0.088015564
123655422,0.020579735
123676869,0.19648483
123576991,0.016795006
123691511,0.04673285
123590563,0.020068131
123606274,0.04574037
123685539,0.088015564
123712086,0.01568178
123439493,0.088015564
123725031,0.068146504
123438049,0.041608166
123499584,0.058079507
123694174,0.1582991
123573618,0.088015564
123496241,0.106633365
123452939,0.057056785
123618852,0.12631752
123492311,0.114055134
123493216,0.3373866
123534290,0.39663655
123490413,0.028176904
123674282,0.07503886
123555380,0.31250516
123456321,0.020270376
123536170,0.03653767
123652190,0.16410248
123552380,0.17605768
123495749,0.035559695
123665864,0.17953037
123597405,0.03499441
123496507,0.041952915
123482113,0.020429295
123462055,0.01779907
123682157,0.020338219
123703385,0.038784865
123432509,0.012426799
123630016,0.12590323
123506364,0.045777075
123680991,0.019193606
123496863,0.070656896
123714126,0.046214387
123588643,0.058265332
123577735,0.03122304
123499268,0.07820455
123713945,0.036561683
123430500,0.087868564
123504335,0.13029921
123576696,0.21524055
123703429,0.10676878
123698704,0.031183055
123665335,0.06521538
123569862,0.049005736
123485895,0.02455914
123679092,0.14921102
123656332,0.049730923
123705996,0.24191388
123701874,0.028914282
123653512,0.061435286
123536231,0.25202772
123479428,0.03581679
123630707,0.088015564
123619817,0.06576922
123681462,0.088015564
123611410,0.08024323
123564670,0.052999027
123459040,0.038328618
123726057,0.087335296
123624839,0.14135405
123575870,0.0316697
123561429,0.2572242
123519183,0.022117265
123519881,0.058335718
123727183,0.087335296
123622905,0.047415525
123609128,0.11874069
123683566,0.24062315
123606681,0.2871191
123652413,0.039329007
123708269,0.1359568
123711013,0.031929284
123556691,0.035908278
123721561,0.100006804
123702835,0.10690934
123483517,0.084572345
123725101,0.07455542
123658312,0.062314164
123703391,0.07774119
123498197,0.08957949
123449019,0.07715327
123653882,0.09117291
123586486,0.015027652
123610487,0.10493713
123679327,0.032645777
123673392,0.020845897
123661393,0.046141163
123457415,0.058079507
123659635,0.026237087
123634239,0.02609463
123430996,0.058011003
123671944,0.20046242
123598860,0.031730086
123614404,0.088015564
123552108,0.088015564
123575779,0.033393703
123606379,0.06913637
123676060,0.088015564
123548820,0.08697654
123485786,0.017191116
123503051,0.18859208
123664515,0.088015564
123598454,0.2014196
123559220,0.17183363
123525508,0.072283775
123461947,0.059300076
123628510,0.088015564
123444892,0.14905769
123598346,0.11315667
123602122,0.06357853
123548716,0.083868444
123637505,0.030718256
123612575,0.027121695
123462279,0.068288594
123592793,0.088015564
123582892,0.14335962
123611064,0.032208435
123614860,0.088015564
123596548,0.14544183
123643469,0.0331157
123494414,0.03016292
123483589,0.038236108
123556084,0.13368352
123721051,0.0148029355
123450541,0.088015564
123437585,0.083861604
123481754,0.060466852
123649740,0.088015564
123527684,0.21959099
123429040,0.5006992
123449777,0.07582947
123495100,0.06436316
123557624,0.12062012
123481937,0.019311432
123718429,0.109500974
123663519,0.041339956
123540365,0.023599397
123444261,0.088015564
123622149,0.035891
123650637,0.0364982
123534000,0.062860705
123600570,0.10374665
123646237,0.015022303
123454388,0.088015564
123454153,0.2115105
123644089,0.088015564
123555068,0.061744682
123698426,0.087335296
123433404,0.058790524
123546695,0.18164316
123505780,0.088015564
123685819,0.22553633
123608882,0.017087031
123696828,0.087335296
123678755,0.095912196
123545322,0.10354166
123541941,0.227028
123451395,0.06493685
123439808,0.10052922
123571852,0.088015564
123691980,0.07245869
123550091,0.088015564
123442292,0.07924127
123709056,0.029124063
123641420,0.010889012
123682623,0.088015564
123495589,0.013896987
123463445,0.07058831
123684118,0.04526227
123489465,0.106003016
123604190,0.05445263
123607874,0.04196932
123679172,0.058846142
123646934,0.088015564
123606470,0.055615883
123729142,0.11055897
123483737,0.36740816
123654607,0.14447498
123485407,0.055023644
123440884,0.034570076
123555440,0.044184208
123646150,0.033177912
123633529,0.05708065
123572586,0.15598072
123529503,0.07992069
123650583,0.026853459
123677020,0.056149792
123516094,0.021862589
123696710,0.087335296
123531119,0.088015564
123660355,0.09513124
123657909,0.07474987
123606420,0.088015564
123513779,0.033217177
123449847,0.088015564
123713224,0.09306051
123579200,0.16121867
123565369,0.4801286
123476809,0.08277891
123636722,0.0613503
123581037,0.08729393
123541854,0.03735704
123636367,0.041491948
123725987,0.27089477
123717848,0.087335296
123544418,0.088015564
123543619,0.05542039
123602606,0.017526176
123455879,0.2261332
123601295,0.13091683
123538958,0.08996364
123462587,0.023300577
123677363,0.088015564
123644689,0.02216784
123577809,0.02077269
123462593,0.0376075
