APPLICATION_NUMBER,TARGET
123724268,0.06440738
123456549,0.23941983
123428178,0.2244424
123619984,0.08386762
123671104,0.031171007
123632747,0.02888781
123728867,0.05622291
123459592,0.13551266
123595888,0.013846969
123480224,0.027031237
123471321,0.08386762
123725319,0.062010918
123500343,0.04979728
123654690,0.091314696
123434840,0.028873796
123519890,0.08386762
123464497,0.09700816
123689418,0.027147328
123699541,0.045846704
123667053,0.1289446
123493724,0.08386762
123540873,0.011359813
123683158,0.08386762
123675730,0.035704006
123569456,0.094004534
123590315,0.06069528
123608042,0.21106707
123637247,0.041710574
123696300,0.029908815
123645299,0.26222244
123478448,0.02224554
123552626,0.094025776
123660023,0.13158797
123458715,0.04970483
123673488,0.02397849
123445200,0.011633186
123728923,0.08386762
123609395,0.035764165
123598270,0.105851255
123625898,0.038470928
123473077,0.06153202
123545605,0.024511365
123447425,0.08386762
123433257,0.039488886
123468285,0.08386762
123699079,0.30940393
123720024,0.1073498
123488000,0.30035368
123468623,0.04520326
123673653,0.014018955
123438396,0.023583017
123478434,0.093059614
123573573,0.0647786
123663154,0.08386762
123534174,0.08386762
123448203,0.08386762
123491207,0.0282238
123486104,0.05393772
123672936,0.041323792
123440414,0.07570255
123708919,0.027007766
123436816,0.029467188
123565375,0.041584916
123717492,0.017039334
123496348,0.08386762
123543275,0.08386762
123651430,0.08386762
123594082,0.19284235
123506762,0.07757345
123697915,0.076366186
123675858,0.069030575
123652118,0.08386762
123560179,0.028448485
123570441,0.08386762
123574171,0.07435471
123658397,0.03364949
123557517,0.04168792
123459087,0.08386762
123616578,0.03252649
123707428,0.07887427
123455128,0.21675976
123576408,0.08386762
123478469,0.022187693
123511244,0.08499819
123613368,0.27017608
123508859,0.011233327
123447568,0.06201722
123561385,0.046235397
123462302,0.07502466
123583551,0.058344755
123680994,0.25151828
123460039,0.05032261
123595981,0.08386762
123511880,0.08294259
123658934,0.10643376
123674856,0.10790115
123629953,0.08386762
123674296,0.024833638
123680752,0.057934757
123493031,0.019465828
123426225,0.08386762
123696163,0.08386762
123609069,0.11310052
123608197,0.009218024
123682131,0.012892007
123548371,0.03573033
123666065,0.020401867
123691224,0.06089709
123610127,0.034061316
123609811,0.040110245
123603556,0.15164256
123576819,0.09574062
123666101,0.014456207
123599019,0.05009162
123714219,0.04245959
123450631,0.050152622
123591297,0.054144517
123640295,0.078624
123435383,0.08135737
123648025,0.015746353
123607172,0.086519815
123576615,0.1013044
123689086,0.011322575
