APPLICATION_NUMBER,TARGET
123724268,0.0635511
123456549,0.24154888
123428178,0.19831511
123619984,0.088111185
123671104,0.042776365
123632747,0.027837744
123728867,0.056715745
123459592,0.08347843
123595888,0.010900749
123480224,0.024919465
123471321,0.088111185
123725319,0.059501883
123500343,0.05273391
123654690,0.09211657
123434840,0.030775046
123519890,0.088111185
123464497,0.11199034
123689418,0.019821364
123699541,0.04731529
123667053,0.12793408
123493724,0.088111185
123540873,0.008318819
123683158,0.088111185
123675730,0.027923973
123569456,0.11755257
123590315,0.054192863
123608042,0.23503599
123637247,0.030929899
123696300,0.03566187
123645299,0.24588718
123478448,0.01715362
123552626,0.09355973
123660023,0.10008747
123458715,0.0532406
123673488,0.02550748
123445200,0.015401583
123728923,0.088111185
123609395,0.044110876
123598270,0.103199564
123625898,0.048938666
123473077,0.15667935
123545605,0.023810234
123447425,0.088111185
123433257,0.027859498
123468285,0.088111185
123699079,0.19084895
123720024,0.084695645
123488000,0.33159572
123468623,0.04928332
123673653,0.017403588
123438396,0.029996015
123478434,0.11048439
123573573,0.060943503
123663154,0.088111185
123534174,0.088111185
123448203,0.088111185
123491207,0.036363874
123486104,0.053476147
123672936,0.042967707
123440414,0.081123784
123708919,0.06335804
123436816,0.037025556
123565375,0.04557912
123717492,0.01727848
123496348,0.088111185
123543275,0.088111185
123651430,0.088111185
123594082,0.182503
123506762,0.06544174
123697915,0.0700864
123675858,0.07088732
123652118,0.088111185
123560179,0.053467
123570441,0.088111185
123574171,0.09615754
123658397,0.033395734
123557517,0.03520182
123459087,0.088111185
123616578,0.024190625
123707428,0.06610689
123455128,0.21367255
123576408,0.088111185
123478469,0.024122436
123511244,0.09977283
123613368,0.29810056
123508859,0.015023834
123447568,0.060426433
123561385,0.043246575
123462302,0.09514262
123583551,0.059777062
123680994,0.2527434
123460039,0.055336792
123595981,0.088111185
123511880,0.07278447
123658934,0.116976894
123674856,0.11577546
123629953,0.088111185
123674296,0.039564166
123680752,0.047898322
123493031,0.022420783
123426225,0.088111185
123696163,0.088111185
123609069,0.11513803
123608197,0.009807742
123682131,0.018632807
123548371,0.04363299
123666065,0.015854197
123691224,0.06226883
123610127,0.03552085
123609811,0.022430679
123603556,0.17181946
123576819,0.106117286
123666101,0.01916333
123599019,0.05214085
123714219,0.035622288
123450631,0.05148848
123591297,0.062116854
123640295,0.086477555
123435383,0.10917432
123648025,0.014119911
123607172,0.06748812
123576615,0.095751986
123689086,0.009527519
123431889,0.019041367
123433520,0.08239502
123552179,0.034201425
123572473,0.05065761
123521600,0.049321096
123571125,0.028466066
123532513,0.051331006
123599387,0.088111185
123617258,0.12100971
123492753,0.41300642
123570720,0.02792187
123571431,0.082115054
123507927,0.21444467
123591436,0.09325946
123626222,0.2587579
123638226,0.039481144
123655607,0.044514187
123500036,0.10827
123430009,0.088111185
123695265,0.22937611
123537332,0.07071569
123665539,0.19216248
123501885,0.069465205
123686004,0.06318316
123724589,0.088111185
123692159,0.106871195
123671030,0.056715745
123484855,0.0714488
123442196,0.03224339
123641644,0.058391623
123628192,0.08371758
123441332,0.05927395
123709933,0.056715745
123525643,0.088111185
123655422,0.028424328
123676869,0.20557617
123576991,0.017439853
123691511,0.044578444
123590563,0.016111527
123606274,0.030090803
123685539,0.088111185
123712086,0.016209317
123439493,0.088111185
123725031,0.06105256
123438049,0.042677835
123499584,0.059777062
123694174,0.18261607
123573618,0.088111185
123496241,0.106027015
123452939,0.057117384
123618852,0.13115127
123492311,0.11632609
123493216,0.31162393
123534290,0.35769138
123490413,0.03413252
123674282,0.06794178
123555380,0.26072592
123456321,0.023066532
123536170,0.036751315
123652190,0.1709473
123552380,0.18621927
123495749,0.03448786
123665864,0.16110165
123597405,0.04980935
123496507,0.02183276
123482113,0.023987247
123462055,0.017492028
123682157,0.01985716
123703385,0.031160166
123432509,0.01462662
123630016,0.14079976
123506364,0.052003305
123680991,0.025319023
123496863,0.0607634
123714126,0.030059734
123588643,0.06874808
123577735,0.035174966
123499268,0.07219806
123713945,0.039263077
123430500,0.06731558
123504335,0.13348751
123576696,0.20580329
123703429,0.107109055
123698704,0.036751583
123665335,0.06334331
123569862,0.044241283
123485895,0.02772169
123679092,0.12731539
123656332,0.039259758
123705996,0.27343312
123701874,0.03118791
123653512,0.060810678
123536231,0.2351255
123479428,0.030627914
123630707,0.088111185
123619817,0.06199324
123681462,0.088111185
123611410,0.08159482
123564670,0.06420735
123459040,0.035776615
123726057,0.088111185
123624839,0.14028099
123575870,0.019994633
123561429,0.26302907
123519183,0.03650417
123519881,0.07475536
123727183,0.088111185
123622905,0.044228755
123609128,0.12204489
123683566,0.22384357
123606681,0.32430744
123652413,0.048051775
123708269,0.12598734
123711013,0.026564948
123556691,0.031782
123721561,0.08271239
123702835,0.122014076
123483517,0.08873109
123725101,0.09239694
123658312,0.066541135
123703391,0.083142534
123498197,0.10574464
123449019,0.09986103
123653882,0.074323304
123586486,0.016147107
123610487,0.13047153
123679327,0.030537289
123673392,0.021667853
123661393,0.03984704
123457415,0.059777062
123659635,0.025687654
123634239,0.016856693
123430996,0.059438776
123671944,0.18959552
123598860,0.039768223
123614404,0.088111185
123552108,0.088111185
123575779,0.036106106
123606379,0.06639391
123676060,0.088111185
123548820,0.08256066
123485786,0.015581818
123503051,0.21573529
123664515,0.088111185
123598454,0.15702663
123559220,0.17222106
123525508,0.064785786
123461947,0.0784903
123628510,0.088111185
123444892,0.1655477
123598346,0.12665835
123602122,0.06303994
123548716,0.07958036
123637505,0.040321704
123612575,0.03197064
123462279,0.060905557
123592793,0.088111185
123582892,0.15756881
123611064,0.037410345
123614860,0.088111185
123596548,0.14058101
123643469,0.03063699
123494414,0.027286522
123483589,0.028182924
123556084,0.13202353
123721051,0.0138645405
123450541,0.088111185
123437585,0.08256971
123481754,0.07792406
123649740,0.088111185
123527684,0.21655883
123429040,0.53472817
123449777,0.078524806
123495100,0.07328426
123557624,0.15141426
123481937,0.015174391
123718429,0.19446164
123663519,0.026720045
123540365,0.03274667
123444261,0.088111185
123622149,0.037481483
123650637,0.039120384
123534000,0.05975163
123600570,0.10854222
123646237,0.023673166
123454388,0.088111185
123454153,0.18159457
123644089,0.088111185
123555068,0.06339253
123698426,0.088111185
123433404,0.046654653
123546695,0.22046334
123505780,0.088111185
123685819,0.24213412
123608882,0.027512195
123696828,0.088111185
123678755,0.06360037
123545322,0.11058889
123541941,0.23302725
123451395,0.06621249
123439808,0.1262267
123571852,0.088111185
123691980,0.05023695
123550091,0.088111185
123442292,0.08449624
123709056,0.027725684
123641420,0.008850228
123682623,0.088111185
123495589,0.021023009
