APPLICATION_NUMBER,TARGET
123724268,0.049982622
123456549,0.30909094
123428178,0.16244312
123619984,0.08817281
123671104,0.024230672
123632747,0.019853996
123728867,0.08204274
123459592,0.0990648
123595888,0.0032490643
123480224,0.021961488
123471321,0.08817281
123725319,0.04989457
123500343,0.040893063
123654690,0.09238208
123434840,0.032459635
123519890,0.08817281
123464497,0.10407552
123689418,0.01917082
123699541,0.038499232
123667053,0.13728037
123493724,0.08817281
123540873,0.004004331
123683158,0.08817281
123675730,0.033946257
123569456,0.097012006
123590315,0.06308244
123608042,0.2217669
123637247,0.031557087
123696300,0.039568856
123645299,0.3119273
123478448,0.014208942
123552626,0.058205653
123660023,0.1079306
123458715,0.027428728
123673488,0.021683356
123445200,0.022223849
123728923,0.13571194
123609395,0.024983548
123598270,0.156214
123625898,0.025545122
123473077,0.030169616
123545605,0.020017706
123447425,0.0889525
123433257,0.0351674
123468285,0.08817281
123699079,0.5833742
123720024,0.10925379
123488000,0.33114305
123468623,0.054629683
123673653,0.016748527
123438396,0.016382605
123478434,0.08416153
123573573,0.0506205
123663154,0.08817281
123534174,0.08817281
123448203,0.0889525
123491207,0.038080838
123486104,0.036058865
123672936,0.036076225
123440414,0.09049189
123708919,0.03977461
123436816,0.028892212
123565375,0.050628677
123717492,0.011376029
123496348,0.08817281
123543275,0.08817281
123651430,0.08817281
123594082,0.09866299
123506762,0.045877073
123697915,0.07314431
123675858,0.08345839
123652118,0.08817281
123560179,0.059482306
123570441,0.08817281
123574171,0.061804913
123658397,0.016283257
123557517,0.031105315
123459087,0.08817281
123616578,0.02699532
123707428,0.05332175
123455128,0.29434153
123576408,0.08817281
123478469,0.015727665
123511244,0.10871994
123613368,0.28623945
123508859,0.006872846
123447568,0.045817174
123561385,0.04704774
123462302,0.06576932
123583551,0.0582662
123680994,0.29627192
123460039,0.0549585
123595981,0.08817281
123511880,0.083107606
123658934,0.10161486
123674856,0.121446006
123629953,0.08817281
123674296,0.020985613
123680752,0.06061165
123493031,0.01588242
123426225,0.09714283
123696163,0.09647297
123609069,0.14551611
123608197,0.009079738
123682131,0.01728355
123548371,0.02077821
123666065,0.015841138
123691224,0.05965173
123610127,0.027384548
123609811,0.022848187
123603556,0.16749936
123576819,0.07473497
123666101,0.014528301
123599019,0.034693807
123714219,0.034396213
123450631,0.0723434
123591297,0.065198176
123640295,0.06341814
123435383,0.089005314
123648025,0.01321399
123607172,0.055911195
123576615,0.10748298
123689086,0.004002017
123431889,0.011067593
123433520,0.06400343
123552179,0.032163095
123572473,0.04462929
123521600,0.05716747
123571125,0.02696824
123532513,0.04994766
123599387,0.08817281
123617258,0.13582657
123492753,0.5702597
123570720,0.020425238
123571431,0.074367166
123507927,0.2740367
123591436,0.09024301
123626222,0.19295283
123638226,0.025795246
123655607,0.035368185
123500036,0.067923464
123430009,0.08791413
123695265,0.22560552
123537332,0.070602186
123665539,0.15868483
123501885,0.05500633
123686004,0.07841363
123724589,0.100481704
123692159,0.10786498
123671030,0.05216884
123484855,0.087673694
123442196,0.026541566
123641644,0.043501157
123628192,0.056739174
123441332,0.04837818
123709933,0.05125077
123525643,0.08817281
123655422,0.009471728
123676869,0.2306795
123576991,0.015265378
123691511,0.041994542
123590563,0.013298642
123606274,0.05605326
123685539,0.08817281
123712086,0.015225711
123439493,0.0877734
123725031,0.072980724
123438049,0.0171683
123499584,0.060359113
123694174,0.31275088
123573618,0.08817281
123496241,0.109073214
123452939,0.028156772
123618852,0.10614112
123492311,0.15754725
123493216,0.300381
123534290,0.31947306
123490413,0.028743712
123674282,0.095461585
123555380,0.25347227
123456321,0.01919718
123536170,0.032457177
123652190,0.14718188
123552380,0.26890785
123495749,0.033689834
123665864,0.14352724
123597405,0.03597258
123496507,0.023110786
123482113,0.014865905
123462055,0.0093420185
123682157,0.015479184
123703385,0.017530683
123432509,0.008536292
123630016,0.098153524
123506364,0.04884379
123680991,0.012552548
123496863,0.08983752
123714126,0.04405129
123588643,0.06577843
123577735,0.020105576
123499268,0.060813915
123713945,0.02874758
123430500,0.04442063
123504335,0.11939042
123576696,0.23228118
123703429,0.08325463
123698704,0.022460079
123665335,0.07575407
123569862,0.039434277
123485895,0.027009584
123679092,0.115893126
123656332,0.054238364
123705996,0.24780507
123701874,0.029147139
123653512,0.054960877
123536231,0.24683356
123479428,0.020667665
123630707,0.08817281
123619817,0.056815267
123681462,0.08817281
123611410,0.06958924
123564670,0.050078113
123459040,0.033012584
123726057,0.100481704
123624839,0.1197906
123575870,0.061835997
123561429,0.19124952
123519183,0.023572763
123519881,0.08740474
123727183,0.100481704
123622905,0.030379849
123609128,0.11718791
123683566,0.25166437
123606681,0.2702625
123652413,0.035659336
123708269,0.13622974
123711013,0.014793647
123556691,0.027290693
123721561,0.085485496
123702835,0.08696805
123483517,0.082356066
123725101,0.07433215
123658312,0.092483066
123703391,0.0836779
123498197,0.09987943
123449019,0.045494456
123653882,0.10420158
123586486,0.025013678
123610487,0.17820813
123679327,0.030030712
123673392,0.017484523
123661393,0.044062443
123457415,0.060359113
123659635,0.023995291
123634239,0.032622263
123430996,0.032352913
123671944,0.13838705
123598860,0.025931766
123614404,0.08817281
123552108,0.08817281
123575779,0.036178738
123606379,0.07727669
123676060,0.08817281
123548820,0.083890446
123485786,0.01914376
123503051,0.27265394
123664515,0.08817281
123598454,0.17676844
123559220,0.16934091
123525508,0.09160902
123461947,0.056767672
123628510,0.08817281
123444892,0.16243553
123598346,0.10945402
123602122,0.08158817
123548716,0.07810925
123637505,0.044141978
123612575,0.029238608
123462279,0.036858946
123592793,0.08817281
123582892,0.21263745
123611064,0.021784546
123614860,0.08817281
123596548,0.15469994
123643469,0.045558754
123494414,0.02589655
123483589,0.028210435
123556084,0.10951437
123721051,0.006358809
123450541,0.0889525
123437585,0.066677734
123481754,0.04535287
123649740,0.08817281
123527684,0.27053604
123429040,0.6157281
123449777,0.043168176
123495100,0.06865442
123557624,0.10154468
123481937,0.00807045
123718429,0.12871358
123663519,0.03996109
123540365,0.018711636
123444261,0.0889525
123622149,0.04798074
123650637,0.039509382
123534000,0.051837273
123600570,0.11450126
123646237,0.018766092
123454388,0.0889525
123454153,0.13438697
123644089,0.08817281
123555068,0.05678552
123698426,0.086679086
123433404,0.018337637
123546695,0.17684396
123505780,0.08817281
123685819,0.22051418
123608882,0.02048925
123696828,0.086679086
123678755,0.06728958
123545322,0.07107416
123541941,0.23066899
123451395,0.06533588
123439808,0.09950018
123571852,0.08817281
123691980,0.118422545
123550091,0.08817281
123442292,0.067163415
123709056,0.020226497
