APPLICATION_NUMBER,TARGET
123724268,0.054723743
123456549,0.23221268
123428178,0.19064474
123619984,0.08710138
123671104,0.028638003
123632747,0.031647924
123728867,0.05538703
123459592,0.07629455
123595888,0.009129679
123480224,0.028600447
123471321,0.08710138
123725319,0.057178885
123500343,0.04754701
123654690,0.092143334
123434840,0.034786653
123519890,0.08710138
123464497,0.08982723
123689418,0.024367021
123699541,0.029882759
123667053,0.12471771
123493724,0.08710138
123540873,0.011087803
123683158,0.08710138
123675730,0.031431083
123569456,0.09391089
123590315,0.060402192
123608042,0.21989451
123637247,0.039641745
123696300,0.034136575
123645299,0.26197153
123478448,0.01741713
123552626,0.079490535
123660023,0.0991938
123458715,0.053381808
123673488,0.016716463
123445200,0.011511654
123728923,0.08710138
123609395,0.03431168
123598270,0.11053879
123625898,0.038089275
123473077,0.06514211
123545605,0.023627186
123447425,0.08710138
123433257,0.029627929
123468285,0.08710138
123699079,0.19675599
123720024,0.09915995
123488000,0.29811016
123468623,0.05109514
123673653,0.01952235
123438396,0.031641092
123478434,0.11969006
123573573,0.054528985
123663154,0.08710138
123534174,0.08710138
123448203,0.08710138
123491207,0.035035707
123486104,0.04647569
123672936,0.03751894
123440414,0.085444815
123708919,0.037923153
123436816,0.02567558
123565375,0.0360872
123717492,0.017611977
123496348,0.08710138
123543275,0.08710138
123651430,0.08710138
123594082,0.18278122
123506762,0.056224983
123697915,0.077264965
123675858,0.0753714
123652118,0.08710138
123560179,0.046381675
123570441,0.08710138
123574171,0.064953946
123658397,0.03312563
123557517,0.04124582
123459087,0.08710138
123616578,0.031588443
123707428,0.07902144
123455128,0.2173813
123576408,0.08710138
123478469,0.01621592
123511244,0.10119567
123613368,0.25293064
123508859,0.011512034
123447568,0.05648917
123561385,0.045787167
123462302,0.074528374
123583551,0.05875883
123680994,0.26150993
123460039,0.052288167
123595981,0.08710138
123511880,0.081397004
123658934,0.09920334
123674856,0.101111956
123629953,0.08710138
123674296,0.025351493
123680752,0.06334113
123493031,0.018513
123426225,0.08710138
123696163,0.08710138
123609069,0.13434005
123608197,0.010227226
123682131,0.021341622
123548371,0.032762334
123666065,0.024235819
123691224,0.061422884
123610127,0.030440638
123609811,0.034397185
123603556,0.15172195
123576819,0.07501247
123666101,0.018099502
123599019,0.0468504
123714219,0.04203858
