APPLICATION_NUMBER,TARGET
123724268,0.065835714
123456549,0.25371522
123428178,0.18065669
123619984,0.086395316
123671104,0.025435185
123632747,0.028564403
123728867,0.0496311
123459592,0.09206753
123595888,0.013434637
123480224,0.025871174
123471321,0.0885762
123725319,0.05479384
123500343,0.053542223
123654690,0.10281525
123434840,0.030980935
123519890,0.086395316
123464497,0.09163859
123689418,0.018385634
123699541,0.050313737
123667053,0.124716684
123493724,0.0885762
123540873,0.01131313
123683158,0.086395316
123675730,0.027856398
123569456,0.10279446
123590315,0.057183444
123608042,0.2148124
123637247,0.029276049
123696300,0.031330597
123645299,0.20864402
123478448,0.021709006
123552626,0.1015314
123660023,0.11914874
123458715,0.053264033
123673488,0.016433457
123445200,0.014883589
123728923,0.086395316
123609395,0.027088411
123598270,0.12950578
123625898,0.046346173
123473077,0.08123986
123545605,0.021390777
123447425,0.0885762
123433257,0.032059323
123468285,0.0885762
123699079,0.23567313
123720024,0.096426636
123488000,0.31797928
123468623,0.053270403
123673653,0.015186738
123438396,0.034221433
123478434,0.12429478
123573573,0.056435265
123663154,0.086395316
123534174,0.086395316
123448203,0.0885762
123491207,0.026516875
123486104,0.043341976
123672936,0.035620872
123440414,0.108039156
123708919,0.029683458
123436816,0.042895205
123565375,0.03898177
123717492,0.019249247
123496348,0.0885762
123543275,0.086395316
123651430,0.086395316
123594082,0.18960968
123506762,0.05258337
123697915,0.07027691
123675858,0.084511824
123652118,0.086395316
123560179,0.051159102
123570441,0.086395316
123574171,0.077101886
123658397,0.033921003
123557517,0.037263405
123459087,0.0885762
123616578,0.032454975
123707428,0.076568656
123455128,0.2148864
123576408,0.086395316
123478469,0.020868866
123511244,0.10355542
123613368,0.29942808
123508859,0.011865956
123447568,0.064101554
123561385,0.047023762
123462302,0.07413008
123583551,0.05953072
123680994,0.28671026
123460039,0.049843486
123595981,0.086395316
123511880,0.06877957
123658934,0.11283975
123674856,0.111981384
123629953,0.086395316
123674296,0.02436675
123680752,0.053157154
123493031,0.02015359
123426225,0.0885762
123696163,0.086395316
123609069,0.13877305
123608197,0.010495923
123682131,0.02167307
123548371,0.027439974
123666065,0.024526337
123691224,0.059831638
123610127,0.034178104
123609811,0.035738997
123603556,0.1505567
123576819,0.0861433
123666101,0.02008596
123599019,0.047877025
123714219,0.049009714
123450631,0.07494989
123591297,0.06622657
123640295,0.07474587
123435383,0.06984304
123648025,0.015808536
123607172,0.07511617
123576615,0.096651115
123689086,0.008877773
123431889,0.014378504
123433520,0.0663852
123552179,0.03315531
123572473,0.047709987
123521600,0.051135164
123571125,0.02261497
123532513,0.05188141
123599387,0.086395316
123617258,0.14639819
123492753,0.57410777
123570720,0.021266213
123571431,0.08123687
123507927,0.250672
123591436,0.110248476
123626222,0.2129401
123638226,0.029046778
123655607,0.044952672
123500036,0.08528624
123430009,0.0885762
123695265,0.26759425
123537332,0.06132287
123665539,0.18885048
123501885,0.06667554
123686004,0.07129344
123724589,0.086395316
123692159,0.119789205
123671030,0.0496311
123484855,0.074110396
123442196,0.030930063
123641644,0.049717583
123628192,0.06814251
123441332,0.046136368
123709933,0.0496311
123525643,0.086395316
123655422,0.021027578
123676869,0.21275383
123576991,0.01875721
123691511,0.037871413
123590563,0.012961605
123606274,0.061140545
123685539,0.086395316
123712086,0.018553287
123439493,0.0885762
123725031,0.08902649
123438049,0.032201115
123499584,0.06107879
123694174,0.2259982
123573618,0.086395316
123496241,0.11457642
123452939,0.029093288
123618852,0.109833024
123492311,0.16287112
123493216,0.30382895
123534290,0.38723016
123490413,0.02871846
123674282,0.07768518
123555380,0.27740014
123456321,0.021909788
123536170,0.039716948
123652190,0.14780465
123552380,0.19571564
123495749,0.038547285
123665864,0.14704747
123597405,0.03446683
123496507,0.030559784
123482113,0.017708573
123462055,0.015800614
123682157,0.019445144
123703385,0.035688132
123432509,0.012241696
123630016,0.1252944
123506364,0.05324541
123680991,0.017581759
123496863,0.090436175
123714126,0.03636509
123588643,0.05962812
123577735,0.028167931
123499268,0.06629832
123713945,0.039493352
123430500,0.098271035
123504335,0.121402234
123576696,0.20333154
123703429,0.08731297
123698704,0.041841187
123665335,0.0658553
123569862,0.036162637
123485895,0.027062183
123679092,0.13008155
123656332,0.047292653
123705996,0.23974611
123701874,0.030225454
123653512,0.07162612
123536231,0.20965634
123479428,0.024746241
123630707,0.086395316
123619817,0.05228911
123681462,0.086395316
123611410,0.08567199
123564670,0.063256636
123459040,0.039548676
123726057,0.086395316
123624839,0.13582672
123575870,0.05705178
123561429,0.20378368
123519183,0.020348612
123519881,0.0744275
123727183,0.086395316
123622905,0.042127375
123609128,0.11540779
123683566,0.26877785
123606681,0.25797248
123652413,0.068371624
123708269,0.13507494
123711013,0.021747928
123556691,0.0324427
123721561,0.123476036
123702835,0.10148339
123483517,0.089931294
123725101,0.06848082
123658312,0.08372857
123703391,0.07401282
123498197,0.09983025
123449019,0.052564096
123653882,0.09012261
123586486,0.012922729
123610487,0.14975032
123679327,0.03647401
123673392,0.020440236
123661393,0.049459714
123457415,0.06834291
123659635,0.030198783
123634239,0.026164833
123430996,0.042565566
123671944,0.17543732
123598860,0.0645015
123614404,0.086395316
123552108,0.086395316
123575779,0.061418448
123606379,0.06849172
123676060,0.086395316
123548820,0.07342303
123485786,0.021240817
123503051,0.23523083
123664515,0.086395316
123598454,0.1748475
123559220,0.18930946
123525508,0.07694165
123461947,0.06573013
123628510,0.086395316
123444892,0.19426231
123598346,0.099835835
123602122,0.06446553
123548716,0.07423134
123637505,0.045927875
123612575,0.032361463
123462279,0.051723458
123592793,0.086395316
123582892,0.16174467
123611064,0.030980667
123614860,0.086395316
123596548,0.15353484
123643469,0.04307474
123494414,0.026635857
123483589,0.044400398
123556084,0.12869032
123721051,0.016811147
123450541,0.0885762
123437585,0.07026664
123481754,0.05921906
123649740,0.086395316
123527684,0.27366468
123429040,0.44662884
123449777,0.09083792
123495100,0.0718804
123557624,0.12984456
123481937,0.012754402
123718429,0.13011245
123663519,0.034884427
123540365,0.016826255
123444261,0.0885762
123622149,0.052841805
123650637,0.035658713
123534000,0.064665444
123600570,0.11582812
123646237,0.021130094
123454388,0.0885762
123454153,0.18671422
123644089,0.086395316
123555068,0.05821088
123698426,0.086395316
123433404,0.03456028
123546695,0.17839058
123505780,0.086395316
123685819,0.2163634
123608882,0.02105939
123696828,0.086395316
123678755,0.095901676
123545322,0.11640487
123541941,0.22661398
123451395,0.061545715
123439808,0.08609261
123571852,0.086395316
123691980,0.12723534
123550091,0.086395316
123442292,0.06524481
123709056,0.03828011
123641420,0.007428781
123682623,0.086395316
123495589,0.015966417
123463445,0.087947614
123684118,0.04032649
123489465,0.1319806
123604190,0.07008907
123607874,0.06740038
123679172,0.05357587
123646934,0.086395316
123606470,0.05028516
123729142,0.11803668
123483737,0.41789338
123654607,0.16288671
123485407,0.043718845
123440884,0.045238547
123555440,0.043543667
123646150,0.035894256
123633529,0.06700322
123572586,0.16048135
123529503,0.065098315
123650583,0.03316197
123677020,0.055264354
123516094,0.028697792
123696710,0.086395316
123531119,0.086395316
123660355,0.08459207
123657909,0.09781521
123606420,0.086395316
123513779,0.028755834
123449847,0.0885762
123713224,0.08331426
123579200,0.16657807
123565369,0.3678852
123476809,0.106035374
123636722,0.05558226
123581037,0.112276085
123541854,0.035102226
